NDVI,LST
0.662308,9.0241574
0.507465,18.7112904
0.422313,18.0950786
0.531821,31.4666666
0.689948,10.18
0.473636,39.0814102
0.611785,21.702967
0.628627,9.3064706
0.515757,32.9387546
0.694957,16.11
0.498161,18.5533962
0.537944,6.79
0.512356,21.7280488
0.552297,23.4766298
0.693615,27.57
0.608402,10.83
0.627269,24.53
0.565447,7.8166132
0.485122,19.1805882
0.439677,22.1589656
0.640735,27.1115384
0.592378,28.03
0.4549,37.3524562
0.604311,27.13
0.346843,19.63
0.601497,27.0414286
0.560956,31.643421
0.538924,15.59
0.612132,25.69
0.525522,18.75
0.107733,-2.57
0.655175,14.38
0.512581,26.2192308
0.608109,25.13
0.48487,22.41
0.576319,14.9063636
0.598852,7.0228206
0.510007,20.7285186
0.590911,16.789263
0.661676,24.9133334
0.624277,7.8
0.565181,16.33
0.444737,17.1
0.522018,24.8157142
0.497411,26.25
0.424597,19.356
0.559443,18.03
0.67826,12.36
0.630598,11.8785714
0.577605,7.0182192
0.503219,22.8485714
0.397542,23.453077
0.595116,27.7755814
0.611117,1.7441176
0.477123,22.9833334
0.518275,12.77
0.613768,18.9634884
0.493361,20.1652
0.665191,26.07
0.550787,35.132963
0.509795,7.35
0.657333,10.04
0.569094,19.7096176
0.381003,5.4125
0.380665,12.95
0.654341,21.6
0.61962,2.307
0.648648,2.966
0.397402,13.0675
0.524378,19.91
0.531785,18.7925302
0.450029,6.06
0.619883,22.24
0.499378,15.1030304
0.596466,24.5627808
0.544405,21.3617074
0.550225,11.04375
0.486723,24.044035
0.630026,14.7675438
0.564047,15.526
0.53404,17.6018762
0.573438,18.99
0.664314,23.51
0.597775,18.8251516
0.589115,21.8047368
0.569935,23.7
0.495828,20.9935556
0.465678,26.1363158
0.592345,3.3272222
0.731455,12.9731884
0.517156,11.8121534
0.544498,14.76
0.51038,3.0566666
0.572929,28.24
0.644146,1.5736364
0.537729,11.75
0.487793,26.9214286
0.591245,20.08
0.455108,20.5633334
0.640565,18.7317392
0.698979,18.49
0.625392,14.73
0.491819,5.8216814
0.734367,20.8380564
0.491522,21.605
0.45781,25.2537046
0.700522,16.43
0.492228,17.9970946
0.613427,16.895
0.541733,5.49
0.577552,17.67
0.543825,18.47125
0.695167,18.625
0.498083,4.3
0.495896,18.37
0.608029,21.01
0.572598,25.18
0.4691,35.1067414
0.513233,21.03
0.438729,28.3795898
0.634151,24.07
0.482798,13.89
0.627471,21.7627586
0.498767,31.0452632
0.499673,16.862166
0.652113,20.4496676
0.508305,22.3616666
0.550215,23.67
0.662867,25.7095312
0.614596,24.9097288
0.503601,12.97
0.514351,19.503
0.60981,19.0078508
0.380013,19.8733334
0.634391,26.2215662
0.55267,15.636
0.466786,15.89
0.580518,27.19
0.52424,31.362353
0.6688,19.79
0.434761,15.0196
0.413685,26.0948484
0.453973,23.91
0.620742,17.475
0.5313,21
0.437328,30.441651
0.544892,18.57
0.375129,26.3497102
0.509763,23.5684616
0.385044,30.0246154
0.408542,14.1066666
0.600845,22.55
0.620853,24.91
0.542951,28.9
0.674177,6.53
0.489113,18.1366666
0.468736,26.7526666
0.500885,32.8428572
0.652732,19.3015036
0.505385,11.636087
0.508948,19.495
0.638942,17.9214912
0.499729,19.23
0.57405,13.67
0.626413,21.11
0.686766,26.83
0.43043,23.4406072
0.410802,10.277826
0.654314,14.05
0.696458,19.396
0.602191,27.59
0.661351,19.05
0.596812,16.79
0.666319,19.95
0.446205,16.43
0.6517,16.45
0.387062,22.2605918
0.524472,17.11
0.552297,23.4766298
0.628627,9.3064706
0.552624,14.9833334
0.724209,14.11
0.472659,32.1453516
0.56845,28.7833334
0.667743,19.3400902
0.682157,16.79
0.576694,17.382112
0.558816,26.4633334
0.470058,17.8633334
0.428322,14.0338462
0.562972,19.87
0.668152,19.43
0.508101,17.71
0.584296,16.8833334
0.486992,13.6978048
0.657771,15.11
0.575282,26.11
0.675575,27.52
0.509763,23.5684616
0.566181,13.42
0.576841,9.01
0.35913,37.22
0.550893,33.11
0.498477,15.3566666
0.594928,32.9710526
0.480503,10.7804348
0.588788,18.33
0.545298,20.2186136
0.636929,11.65
0.605022,15.89
0.658705,17.77
0.58624,13.9633334
0.506653,15.34
0.519061,11.21
0.7016,23.1279502
0.567204,16.7166666
0.556541,18.31
0.424588,14.43
0.578944,23.5980342
0.660798,13.81
0.223415,5.366
0.634966,18.41
0.642346,2.1411538
0.69807,9.18
0.578275,18.8
0.713802,20.94
0.433276,27.4466666
0.431869,19.2045046
0.464391,26.4115534
0.638942,17.9214912
0.522356,19.5233334
0.637879,24.3016982
0.491913,25.836
0.491568,15.82
0.468032,18.98
0.63523,21.65
0.709688,15
0.452272,19.3265146
0.527236,27.43
0.673067,22.2033334
0.634164,12.89
0.657085,16.59
0.440024,25.6320284
0.681851,29.73
0.369285,24.53
0.551523,29.8754644
0.426078,21.5926356
0.528982,18.15
0.552902,15.048421
0.585933,13.31
0.464395,27.9346652
0.576841,9.01
0.61695,21.9356818
0.481193,0.149091
0.631009,18.1315384
0.502425,21.4226316
0.650831,22.25
0.60182,14.01
0.592207,29.946
0.60229,11.19
0.413545,19.7029204
0.5523,21.8551754
0.422313,18.0950786
0.593705,8.1086666
0.471562,17.6951512
0.5545,11.11
0.483698,10.4572132
0.575488,17.0833334
0.499848,28.35
0.443288,1.45
0.485337,14.13
0.664733,28.6066666
0.507274,11.6736586
0.602135,22.28
0.603634,26.81
0.477127,18.7411112
0.586074,25.7979246
0.480901,25.6041176
0.569681,18.88
0.683897,23.73
0.482816,28.165
0.491077,23.47
0.66514,14.6979688
0.513121,32.1766666
0.469593,18.922549
0.593548,8.69
0.658292,16.39
0.537729,11.75
0.076933,7.026
0.626756,23.09
0.529238,14.6825366
0.460276,33.006173
0.528928,24.11
0.542525,26.015
0.563776,10.2766666
0.645652,24.73
0.695167,18.625
0.445512,16.89
0.452171,20.4518994
0.578655,1.7926088
0.585481,17.388
0.632368,15.87
0.637175,20.11
0.574549,19.5685714
0.462244,14.83
0.481193,0.149091
0.63473,21.62
0.624665,22.5042858
0.625877,9.5681818
0.488384,25.8066666
0.579293,23.480621
0.486338,13.35
0.509763,23.5684616
0.621721,14.97
0.709715,13.458
0.613,21.88
0.614471,-0.93
0.549497,12.2455556
